url,STRING : esrb,STRING : publisher,STRING : genre,STRING : developer
videogame/ps2.gamespy.com/nba-street-v3.html,Everyone,Electronic Arts,"Sports, Action",EA Canada
videogame/ps2.gamespy.com/ncaa-football-2006.html,Everyone,Electronic Arts,Sports,Tiburon
videogame/ps2.gamespy.com/ncaa-march-madness-07.html,Everyone,Electronic Arts,Sports,EA Canada
videogame/ps2.gamespy.com/nfl-head-coach.html,Everyone,Electronic Arts,Sports,Tiburon
videogame/ps2.gamespy.com/nfl-street-3-.html,Everyone,Electronic Arts,"Sports, Action",Tiburon
videogame/ps2.gamespy.com/nhl-07.html,Everyone,Electronic Arts,Sports,EA Canada
videogame/ps2.gamespy.com/naruto-narutimett-hero.html,Teen,Namco Bandai,Fighting,CyberConnect2
videogame/ps2.gamespy.com/naruto-narutimate-hero-3.html,Teen,Namco Bandai,Fighting,CyberConnect2
videogame/ps2.gamespy.com/naruto-uzumaki-ninden.html,Teen,Bandai,Action,Cavia
videogame/ps2.gamespy.com/need-for-speed-carbon.html,Everyone 10+,Electronic Arts,Racing,Black Box
videogame/ps2.gamespy.com/need-for-speed-most-wanted.html,Teen,Electronic Arts,Racing,EA Canada
videogame/ps2.gamespy.com/need-for-speed-underground-2.html,Everyone,Electronic Arts,Racing,EA Canada
videogame/ps2.gamespy.com/obscure.html,Mature,DreamCatcher Interactive,"Action, Adventure",Hydravision Entertainment
videogame/ps2.gamespy.com/odin-sphere.html,Teen,Atlus,RPG,Vanillaware
videogame/ps2.gamespy.com/okami.html,Teen,Capcom,Adventure,Clover Studio
videogame/ps2.gamespy.com/from-tv-animation-one-piece-grand-battle-rush.html,Teen,Bandai,"Fighting, Action",Ganbarion
videogame/ps2.gamespy.com/one-piece-grand-adventure.html,Teen,Namco Bandai,Action,Ganbarion
videogame/ps2.gamespy.com/onimusha-3-demon-siege.html,Mature,Capcom,"Action, Adventure",Capcom Production Studio 2
videogame/ps2.gamespy.com/outrun-2006-coast-2-coast.html,Everyone,SEGA,Racing,Sumo Digital
videogame/ps2.gamespy.com/over-the-hedge.html,Everyone 10+,Activision,Action,Edge of Reality
videogame/ps2.gamespy.com/pac-man-world-rally.html,Everyone,Namco,"Racing, Action",Smart Bomb Interactive
videogame/ps2.gamespy.com/payout-poker-and-casino.html,Teen,Namco,Casino,Bits Studios
videogame/ps2.gamespy.com/phantasy-star-universe.html,Teen,SEGA,RPG,Sonic Team
videogame/ps2.gamespy.com/phantasy-star-universe-ambition-of-illuminus.html,Teen,SEGA,RPG,Sonic Team
videogame/ps2.gamespy.com/phantom-brave.html,Teen,NIS,"Strategy, RPG",NIS
videogame/ps2.gamespy.com/playboy-the-mansion.html,Mature,ARUSH Entertainment / Groove Games,Simulation,Cyberlore Studios (later Minerva)
videogame/ps2.gamespy.com/prince-of-persia-3.html,Mature,Ubisoft,"Action, Adventure",Ubisoft Montreal
videogame/ps2.gamespy.com/prince-of-persia-the-sands-of-time.html,Teen,Ubisoft,"Action, Adventure",Ubisoft Montreal
videogame/ps2.gamespy.com/snowblind.html,Teen,Eidos Interactive,Shooter,Crystal Dynamics
videogame/ps2.gamespy.com/psi-ops-the-mindgate-conspiracy.html,Mature,Midway Games,Action,Midway Games
videogame/ps2.gamespy.com/radiata-stories.html,Teen,Square Enix,RPG,tri-Ace
videogame/ps2.gamespy.com/ratchet-and-clank-up-your-arsenal.html,Teen,Sony Computer Entertainment,Action,Insomniac Games
videogame/ps2.gamespy.com/ratchet-deadlocked.html,Teen,Sony Computer Entertainment,Action,Insomniac Games
videogame/ps2.gamespy.com/red-dead-revolver.html,Mature,Rockstar Games,Shooter,Rockstar San Diego
videogame/ps2.gamespy.com/red-faction.html,Mature,THQ,Shooter,Volition
videogame/ps2.gamespy.com/resident-evil-4.html,Mature,Capcom,"Action, Adventure",Capcom
videogame/ps2.gamespy.com/resident-evil-outbreak.html,Mature,Capcom,Adventure,Capcom Production Studio 1
videogame/ps2.gamespy.com/resident-evil-outbreak-2.html,Mature,Capcom,"Action, Adventure",Capcom Production Studio 1
videogame/ps2.gamespy.com/the-mark-of-kri-part-ii.html,Mature,Sony Computer Entertainment,Action,Bottlerocket Entertainment
videogame/ps2.gamespy.com/rock-band-special-edition.html,Teen,MTV Games,Music,Pi Studios
videogame/ps2.gamespy.com/level-5-new-rpg-untitled.html,Teen,Sony Computer Entertainment,RPG,Level-5
videogame/ps2.gamespy.com/rogue-trooper.html,Teen,Eidos Interactive,Action,Rebellion
videogame/ps2.gamespy.com/san-goku-shi-xi.html,Everyone 10+,KOEI,Strategy,KOEI
videogame/ps2.gamespy.com/rule-of-rose.html,Mature,Atlus,Action,Punchline
videogame/ps2.gamespy.com/sega-ages-classics-collection.html,Teen,SEGA,"Action, Compilation",SEGA
videogame/ps2.gamespy.com/sega-genesis-collection.html,Teen,SEGA,"Action, Compilation",Backbone Entertainment
videogame/ps2.gamespy.com/socom-us-navy-seals-iii.html,Mature,Sony Computer Entertainment,Shooter,Zipper Interactive
videogame/ps2.gamespy.com/ssx-4.html,Everyone 10+,Electronic Arts,Sports,EA Canada
videogame/ps2.gamespy.com/samurai-warriors.html,Teen,KOEI,Action,Omega Force
videogame/ps2.gamespy.com/samurai-warriors-2.html,Teen,KOEI,Action,Omega Force
videogame/ps2.gamespy.com/scarface.html,Mature,Vivendi Games,Action,Radical Entertainment
videogame/ps2.gamespy.com/second-sight.html,Teen,Codemasters,"Action, Adventure",Free Radical Design
videogame/ps2.gamespy.com/shadow-hearts-ii.html,Teen,Midway Games / Aruze,RPG,Nautilus
videogame/ps2.gamespy.com/shadow-hearts-3.html,Teen,Aruze,RPG,Nautilus
videogame/ps2.gamespy.com/shadow-man-2econd-coming.html,Mature,Acclaim Entertainment,"Action, Adventure",Acclaim Studios Teeside
videogame/ps2.gamespy.com/ico-ii.html,Teen,Sony Computer Entertainment,Adventure,SCEI
videogame/ps2.gamespy.com/persona-3-fes-.html,Mature,Atlus,RPG,Atlus
videogame/ps2.gamespy.com/persona-3.html,Mature,Atlus,RPG,Atlus
videogame/ps2.gamespy.com/shining-force-ikuse.html,Everyone 10+,SEGA,"Action, RPG",
videogame/ps2.gamespy.com/shrek-superslam.html,Everyone 10+,Activision,Fighting,Shaba Games
videogame/ps2.gamespy.com/silent-hill-4-the-room.html,Mature,Konami,Adventure,Konami TYO
videogame/ps2.gamespy.com/siren-ii-working-title.html,TBA,Sony Computer Entertainment,Adventure,SCEI
videogame/ps2.gamespy.com/sly-2-band-of-thieves.html,Everyone,Sony Computer Entertainment,Platformer,Sucker Punch
videogame/ps2.gamespy.com/sly-3.html,Everyone 10+,Sony Computer Entertainment,Platformer,Sucker Punch
videogame/ps2.gamespy.com/sonic-heroes.html,Everyone,SEGA,Platformer,Sonic Team
videogame/ps2.gamespy.com/sonic-riders.html,Everyone,SEGA,"Racing, Action",Sonic Team
videogame/ps2.gamespy.com/soul-calibur-iii.html,Teen,Namco,Fighting,Project Soul
videogame/ps2.gamespy.com/spider-man-3.html,Teen,Activision,"Action, Adventure",Vicarious Visions
videogame/ps2.gamespy.com/spider-man-trilogy.html,Everyone 10+,Activision,Action,Next Level Games
videogame/ps2.gamespy.com/spy-fiction.html,Mature,Sammy Corporation,"Action, Adventure",Access Games (JP)
videogame/ps2.gamespy.com/stacked.html,Teen,Myelin Media,Card,5000ft
videogame/ps2.gamespy.com/star-wars-battlefront.html,Teen,LucasArts,Shooter,Pandemic Studios
videogame/ps2.gamespy.com/star-wars-episode-iii.html,Teen,LucasArts,Action,The Collective
videogame/ps2.gamespy.com/starsky-hutch.html,Teen,Empire Interactive / Gotham Games,"Racing, Action",Mind's Eye
videogame/ps2.gamespy.com/street-fighter-alpha-anthology.html,Teen,Capcom,"Fighting, Compilation",Capcom
videogame/ps2.gamespy.com/street-racing-syndicate.html,Teen,Namco,Racing,Eutechnyx
videogame/ps2.gamespy.com/dragon-ball-z-2005.html,Teen,Atari,Fighting,Crafts & Meister
videogame/ps2.gamespy.com/syphon-filter-the-omega-strain.html,Mature,Sony Computer Entertainment,Action,Sony Bend
videogame/ps2.gamespy.com/tak-3.html,Everyone,THQ,Platformer,Avalanche Software
videogame/ps2.gamespy.com/project-melfes.html,Teen,Namco,RPG,Namco
videogame/ps2.gamespy.com/tales-of-the-abyss.html,Teen,Namco,RPG,Team Symphonia (Namco Tales Studio)
videogame/ps2.gamespy.com/tekken-5.html,Teen,Namco,Fighting,Namco
videogame/ps2.gamespy.com/tenchu-kurenai.html,Mature,SEGA,Action,K2 (Japan)
videogame/ps2.gamespy.com/tenchu-wrath-of-heaven.html,Mature,Activision,Action,K2 (Japan)
videogame/ps2.gamespy.com/terminator-3-rise-of-the-machines.html,Teen,Atari,Shooter,Black Ops
videogame/ps2.gamespy.com/the-da-vinci-code.html,Teen,2K Games,Action,The Collective
videogame/ps2.gamespy.com/the-getaway-part-2.html,Mature,Sony Computer Entertainment,"Action, Adventure",SCE Studios Soho
videogame/ps2.gamespy.com/the-godfather.html,Mature,Electronic Arts,"Action, Adventure",EA Redwood Shores
videogame/ps2.gamespy.com/the-guy-game.html,Mature,Gathering,Trivia,Atomic Planet
videogame/ps2.gamespy.com/king-of-fighters-xi.html,Teen,SNK Playmore,Fighting,SNK Playmore
videogame/ps2.gamespy.com/spyro-6.html,Everyone 10+,Sierra,Platformer,Krome Studios
videogame/ps2.gamespy.com/enter-the-matrix-reloaded.html,Teen,Atari,Action,Shiny Entertainment
videogame/ps2.gamespy.com/the-simpsons.html,Teen,Electronic Arts,Action,Rebellion
videogame/ps2.gamespy.com/the-sims-2.html,Teen,Electronic Arts,Simulation,Maxis
videogame/ps2.gamespy.com/urban-sims-working-title.html,Teen,Electronic Arts,Simulation,Maxis
videogame/ps2.gamespy.com/the-warriors.html,Mature,Rockstar Games,Action,Rockstar Toronto
videogame/ps2.gamespy.com/tim-burtons-the-nightmare-before-christmas.html,Everyone 10+,Buena Vista Games,"Action, Adventure",Capcom Production Studio 3
videogame/ps2.gamespy.com/time-crisis-crisis-zone.html,Teen,Namco,Shooter,Namco
videogame/ps2.gamespy.com/tom-clancys-ghost-recon-2.html,Teen,Ubisoft,Shooter,Red Storm Entertainment
videogame/ps2.gamespy.com/tom-clancys-ghost-recon-3.html,Teen,Ubisoft,Shooter,Ubisoft Shanghai
videogame/ps2.gamespy.com/tom-clancys-ghost-recon-jungle-storm.html,Teen,Ubisoft,Shooter,Ubisoft
videogame/ps2.gamespy.com/rainbow-six-4-tentative-title.html,Mature,Ubisoft,Shooter,Red Storm Entertainment
videogame/ps2.gamespy.com/tom-clancys-rainbow-six-3.html,Mature,Ubisoft,Shooter,Ubisoft Shanghai
videogame/ps2.gamespy.com/tom-clancys-splinter-cell-chaos-theory.html,Mature,Ubisoft,"Action, Adventure",Ubisoft Montreal
videogame/ps2.gamespy.com/tom-clancys-splinter-cell-pandora-tomorrow.html,Teen,Ubisoft,"Action, Adventure",Ubisoft Shanghai
videogame/ps2.gamespy.com/tony-hawks-underground-2.html,Teen,Activision,Sports,Neversoft Entertainment
videogame/ps2.gamespy.com/tony-hawks-pro-skater-4.html,Teen,Activision,Sports,Neversoft Entertainment
videogame/ps2.gamespy.com/tony-hawks-underground.html,Teen,Activision,Sports,Neversoft Entertainment
videogame/ps2.gamespy.com/true-crime-streets-of-la.html,Mature,Activision,"Action, Adventure",Luxoflux Corp.
videogame/ps2.gamespy.com/meiwaku-seijin-panic-maker.html,Teen,Capcom,Action,Capcom Production Studio 4
videogame/ps2.gamespy.com/roll-call.html,Mature,Eidos Interactive,Shooter,Rocksteady Studios
videogame/ps2.gamespy.com/urban-reign.html,Teen,Namco,Action,Namco
videogame/ps2.gamespy.com/van-helsing.html,Teen,Vivendi Games,Action,Saffire
videogame/ps2.gamespy.com/wwe-smackdown-vs-raw-2.html,Teen,THQ,Wrestling,Yuke's Media Creations
videogame/ps2.gamespy.com/wwe-smackdown-vs-raw-2007.html,Teen,THQ,Wrestling,Yuke's Media Creations
videogame/ps2.gamespy.com/wwe-smackdown-shut-your-mouth.html,Teen,THQ,Wrestling,Yuke's Media Creations
videogame/ps2.gamespy.com/wwe-smackdown-6.html,Teen,THQ,Wrestling,Yuke's Media Creations
videogame/ps2.gamespy.com/orochi.html,Teen,KOEI,Action,Omega Force
videogame/ps2.gamespy.com/katamari-damacy-2.html,Everyone,Namco,Action,Namco
videogame/ps2.gamespy.com/wild-arms-another-code-f.html,Teen,XSEED Games,RPG,Media.Vision
videogame/ps2.gamespy.com/wild-arms-the-vth-vanguard.html,Teen,Sony Computer Entertainment,RPG,Media.Vision
videogame/ps2.gamespy.com/world-soccer-winning-eleven-10.html,Everyone,Konami,Sports,Konami
videogame/ps2.gamespy.com/winning-eleven-9.html,Everyone,Konami,Sports,Konami TYO
videogame/ps2.gamespy.com/worms-3d.html,Teen,Acclaim Entertainment,Strategy,Team17 Software
videogame/ps2.gamespy.com/x-men-legends.html,Teen,Activision,"Action, RPG",Raven Software
videogame/ps2.gamespy.com/x-men-z-axis.html,Teen,Activision,Action,Z-Axis
videogame/ps2.gamespy.com/xenosaga-iii.html,Teen,Namco,RPG,Monolith Software (JP)
videogame/ps2.gamespy.com/xiaolin-showdown.html,Everyone 10+,Konami,Action,BottleRocket Entertainment
videogame/ps2.gamespy.com/project-j-sega.html,Mature,SEGA,"Action, Adventure",Amusement Vision
videogame/ps2.gamespy.com/yakuza-2.html,Mature,SEGA,"Action, Adventure",Amusement Vision
videogame/ps2.gamespy.com/zatch-bell-go-go-mamono-no-fight.html,Teen,Bandai,Fighting,
videogame/ps2.gamespy.com/zatch-bell.html,Teen,Bandai,Fighting,Eighting
videogame/ps2.gamespy.com/world-tour-soccer-2005.html,Everyone,Sony Computer Entertainment,Sports,SCE Studios London
